PIN,complete,date,calendar_time,timestamp,location,stage,commit,version,block,item,food_item,correct,belief_strength
'00022',y,07-08-2020,09:41:07,21846,India,VVR2,5b501e4,L,2,1,TT.png,y,6.60
'00022',y,07-08-2020,09:41:09,23414,India,VVR2,5b501e4,L,2,2,MM.png,y,3.14
'00022',y,07-08-2020,09:42:36,8412,India,VVR3,5b501e4,L,1,1,MM.png,y,7.62
'00022',y,07-08-2020,09:42:37,10057,India,VVR3,5b501e4,L,1,2,TT.png,y,4.86
'00022',y,07-08-2020,09:42:49,21778,India,VVR3,5b501e4,L,2,1,MM.png,y,3.22
'00022',y,07-08-2020,09:42:51,23542,India,VVR3,5b501e4,L,2,2,TT.png,y,5.38
'00023',y,07-08-2020,09:39:24,8393,India,VVR1,5b501e4,C,1,1,TT.png,y,7.68
'00023',y,07-08-2020,09:39:25,10005,India,VVR1,5b501e4,C,1,2,BBQ.png,y,2.36
'00023',y,07-08-2020,09:39:34,18476,India,VVR1,5b501e4,C,2,1,BBQ.png,y,9.04
'00023',y,07-08-2020,09:39:35,20032,India,VVR1,5b501e4,C,2,2,TT.png,y,5.88
'00023',y,07-08-2020,09:41:04,10514,India,VVR2,5b501e4,C,1,1,TT.png,y,8.78
'00023',y,07-08-2020,09:41:06,12163,India,VVR2,5b501e4,C,1,2,BBQ.png,y,5.24
'00023',y,07-08-2020,09:41:17,23659,India,VVR2,5b501e4,C,2,1,BBQ.png,y,2.24
'00023',y,07-08-2020,09:41:19,25211,India,VVR2,5b501e4,C,2,2,TT.png,y,2.92
'00023',y,07-08-2020,09:42:46,8728,India,VVR3,5b501e4,C,1,1,BBQ.png,y,3.40
'00023',y,07-08-2020,09:42:48,10456,India,VVR3,5b501e4,C,1,2,TT.png,y,3.72
'00023',y,07-08-2020,09:42:57,19577,India,VVR3,5b501e4,C,2,1,TT.png,y,2.52
'00023',y,07-08-2020,09:42:58,21299,India,VVR3,5b501e4,C,2,2,BBQ.png,y,8.28
'00024',y,07-08-2020,09:38:58,10114,Philippines,VVR1,5b501e4,E,1,1,MM.png,y,4.56
'00024',y,07-08-2020,09:38:59,11659,Philippines,VVR1,5b501e4,E,1,2,TT.png,y,2.16
'00024',y,07-08-2020,09:39:07,19857,Philippines,VVR1,5b501e4,E,2,1,MM.png,y,1.00
'00024',y,07-08-2020,09:39:09,21448,Philippines,VVR1,5b501e4,E,2,2,TT.png,y,5.70
'00024',y,07-08-2020,09:40:36,9137,Philippines,VVR2,5b501e4,E,1,1,TT.png,y,5.56
'00024',y,07-08-2020,09:40:38,10688,Philippines,VVR2,5b501e4,E,1,2,MM.png,y,9.00
'00024',y,07-08-2020,09:40:48,20852,Philippines,VVR2,5b501e4,E,2,1,MM.png,y,4.92
'00024',y,07-08-2020,09:40:50,22423,Philippines,VVR2,5b501e4,E,2,2,TT.png,y,5.18
'00024',y,07-08-2020,09:42:16,8169,Philippines,VVR3,5b501e4,E,1,1,MM.png,y,1.28
'00024',y,07-08-2020,09:42:18,9773,Philippines,VVR3,5b501e4,E,1,2,TT.png,y,2.04
'00024',y,07-08-2020,09:42:29,21083,Philippines,VVR3,5b501e4,E,2,1,MM.png,y,7.92
'00024',y,07-08-2020,09:42:31,22674,Philippines,VVR3,5b501e4,E,2,2,TT.png,y,4.08
'00025',y,07-08-2020,09:38:59,11127,United States,VVR1,5b501e4,D,1,1,BBQ.png,y,2.22
'00025',y,07-08-2020,09:39:00,12677,United States,VVR1,5b501e4,D,1,2,TT.png,y,4.36
'00025',y,07-08-2020,09:39:11,22929,United States,VVR1,5b501e4,D,2,1,BBQ.png,y,1.74
'00025',y,07-08-2020,09:39:12,24478,United States,VVR1,5b501e4,D,2,2,TT.png,y,5.98
'00025',y,07-08-2020,09:40:39,8162,United States,VVR2,5b501e4,D,1,1,BBQ.png,y,1.50
'00025',y,07-08-2020,09:40:40,9712,United States,VVR2,5b501e4,D,1,2,TT.png,y,6.28
'00025',y,07-08-2020,09:40:52,21876,United States,VVR2,5b501e4,D,2,1,BBQ.png,y,4.82
'00025',y,07-08-2020,09:40:54,23427,United States,VVR2,5b501e4,D,2,2,TT.png,y,1.82
'00025',y,07-08-2020,09:42:22,10269,United States,VVR3,5b501e4,D,1,1,BBQ.png,y,7.94
'00025',y,07-08-2020,09:42:24,11835,United States,VVR3,5b501e4,D,1,2,TT.png,y,1.16
'00025',y,07-08-2020,09:42:34,22253,United States,VVR3,5b501e4,D,2,1,TT.png,y,5.00
'00025',y,07-08-2020,09:42:36,23841,United States,VVR3,5b501e4,D,2,2,BBQ.png,y,6.14
'00026',y,07-08-2020,09:39:18,8234,India,VVR1,5b501e4,K,1,1,MM.png,y,1.70
'00026',y,07-08-2020,09:39:20,10011,India,VVR1,5b501e4,K,1,2,TT.png,y,6.64
'00026',y,07-08-2020,09:39:30,20429,India,VVR1,5b501e4,K,2,1,MM.png,y,2.18
'00026',y,07-08-2020,09:39:32,21998,India,VVR1,5b501e4,K,2,2,TT.png,y,1.64
'00026',y,07-08-2020,09:41:01,10320,India,VVR2,5b501e4,K,1,1,TT.png,y,8.06
'00026',y,07-08-2020,09:41:03,12325,India,VVR2,5b501e4,K,1,2,MM.png,y,8.04
'00026',y,07-08-2020,09:41:14,23658,India,VVR2,5b501e4,K,2,1,TT.png,y,3.92
'00026',y,07-08-2020,09:41:16,25309,India,VVR2,5b501e4,K,2,2,MM.png,y,8.82
'00026',y,07-08-2020,09:42:44,9680,India,VVR3,5b501e4,K,1,1,MM.png,y,3.72
'00026',y,07-08-2020,09:42:45,11290,India,VVR3,5b501e4,K,1,2,TT.png,y,7.24
'00026',y,07-08-2020,09:42:58,24521,India,VVR3,5b501e4,K,2,1,TT.png,y,6.88
'00026',y,07-08-2020,09:43:00,26345,India,VVR3,5b501e4,K,2,2,MM.png,y,6.34
'00027',y,07-08-2020,09:38:14,11183,United States,VVR1,5b501e4,H,1,1,MM.png,y,3.96
'00027',y,07-08-2020,09:38:16,12736,United States,VVR1,5b501e4,H,1,2,BBQ.png,y,6.98
'00027',y,07-08-2020,09:38:26,22898,United States,VVR1,5b501e4,H,2,1,BBQ.png,y,6.82
'00027',y,07-08-2020,09:38:27,24452,United States,VVR1,5b501e4,H,2,2,MM.png,y,7.40
'00027',y,07-08-2020,09:39:57,11125,United States,VVR2,5b501e4,H,1,1,MM.png,y,6.00
'00027',y,07-08-2020,09:39:58,12675,United States,VVR2,5b501e4,H,1,2,BBQ.png,y,6.92
'00027',y,07-08-2020,09:40:08,22850,United States,VVR2,5b501e4,H,2,1,MM.png,y,6.00
'00027',y,07-08-2020,09:40:10,24416,United States,VVR2,5b501e4,H,2,2,BBQ.png,y,7.80
'00027',y,07-08-2020,09:41:38,10110,United States,VVR3,5b501e4,H,1,1,MM.png,y,2.34
'00027',y,07-08-2020,09:41:40,11663,United States,VVR3,5b501e4,H,1,2,BBQ.png,y,1.44
'00027',y,07-08-2020,09:41:49,20809,United States,VVR3,5b501e4,H,2,1,MM.png,y,7.84
'00027',y,07-08-2020,09:41:50,22362,United States,VVR3,5b501e4,H,2,2,BBQ.png,y,1.24
'00028',y,07-08-2020,09:39:21,11378,United States,VVR1,5b501e4,C,1,1,TT.png,y,5.66
'00028',y,07-08-2020,09:39:23,12949,United States,VVR1,5b501e4,C,1,2,BBQ.png,y,8.32
'00028',y,07-08-2020,09:39:33,23249,United States,VVR1,5b501e4,C,2,1,TT.png,y,5.52
'00028',y,07-08-2020,09:39:35,24799,United States,VVR1,5b501e4,C,2,2,BBQ.png,y,1.68
'00028',y,07-08-2020,09:41:03,10497,United States,VVR2,5b501e4,C,1,1,BBQ.png,y,6.78
'00028',y,07-08-2020,09:41:05,12116,United States,VVR2,5b501e4,C,1,2,TT.png,y,3.96
'00028',y,07-08-2020,09:41:14,21509,United States,VVR2,5b501e4,C,2,1,BBQ.png,y,8.64
'00028',y,07-08-2020,09:41:16,23061,United States,VVR2,5b501e4,C,2,2,TT.png,y,8.66
'00028',y,07-08-2020,09:42:45,10613,United States,VVR3,5b501e4,C,1,1,BBQ.png,y,4.18
'00028',y,07-08-2020,09:42:47,12377,United States,VVR3,5b501e4,C,1,2,TT.png,y,6.80
'00028',y,07-08-2020,09:42:57,22526,United States,VVR3,5b501e4,C,2,1,BBQ.png,y,7.02
'00028',y,07-08-2020,09:42:58,24270,United States,VVR3,5b501e4,C,2,2,TT.png,y,1.28
'00029',y,07-08-2020,09:38:13,10108,local,VVR1,5b501e4,G,1,1,BBQ.png,y,4.98
'00029',y,07-08-2020,09:38:14,11657,local,VVR1,5b501e4,G,1,2,MM.png,y,3.34
'00029',y,07-08-2020,09:38:22,19825,local,VVR1,5b501e4,G,2,1,BBQ.png,y,5.34
'00029',y,07-08-2020,09:38:24,21373,local,VVR1,5b501e4,G,2,2,MM.png,y,4.94
'00029',y,07-08-2020,09:39:50,8127,local,VVR2,5b501e4,G,1,1,MM.png,y,7.96
'00029',y,07-08-2020,09:39:52,9677,local,VVR2,5b501e4,G,1,2,BBQ.png,y,8.70
'00029',y,07-08-2020,09:40:01,18807,local,VVR2,5b501e4,G,2,1,BBQ.png,y,5.58
'00029',y,07-08-2020,09:40:02,20358,local,VVR2,5b501e4,G,2,2,MM.png,y,2.24
'00029',y,07-08-2020,09:41:30,9125,local,VVR3,5b501e4,G,1,1,BBQ.png,y,2.90
'00029',y,07-08-2020,09:41:31,10677,local,VVR3,5b501e4,G,1,2,MM.png,y,7.54
'00029',y,07-08-2020,09:41:40,19858,local,VVR3,5b501e4,G,2,1,MM.png,y,6.92
'00029',y,07-08-2020,09:41:42,21408,local,VVR3,5b501e4,G,2,2,BBQ.png,y,7.52
'00030',y,07-08-2020,09:39:24,11503,United States,VVR1,5b501e4,D,1,1,BBQ.png,y,7.92
'00030',y,07-08-2020,09:39:25,13164,United States,VVR1,5b501e4,D,1,2,TT.png,y,5.86
'00030',y,07-08-2020,09:39:36,23728,United States,VVR1,5b501e4,D,2,1,TT.png,y,3.78
'00030',y,07-08-2020,09:39:37,25294,United States,VVR1,5b501e4,D,2,2,BBQ.png,y,1.02
'00030',y,07-08-2020,09:41:06,10392,United States,VVR2,5b501e4,D,1,1,TT.png,y,1.90
'00030',y,07-08-2020,09:41:08,11949,United States,VVR2,5b501e4,D,1,2,BBQ.png,y,8.46
'00030',y,07-08-2020,09:41:16,20241,United States,VVR2,5b501e4,D,2,1,BBQ.png,y,7.52
'00030',y,07-08-2020,09:41:17,21793,United States,VVR2,5b501e4,D,2,2,TT.png,y,2.60
'00030',y,07-08-2020,09:42:45,9550,United States,VVR3,5b501e4,D,1,1,TT.png,y,8.64
'00030',y,07-08-2020,09:42:47,11409,United States,VVR3,5b501e4,D,1,2,BBQ.png,y,5.02
'00030',y,07-08-2020,09:43:00,24458,United States,VVR3,5b501e4,D,2,1,BBQ.png,y,8.48
'00030',y,07-08-2020,09:43:02,26412,United States,VVR3,5b501e4,D,2,2,TT.png,y,8.22
'00031',y,07-08-2020,09:39:18,9344,United States,VVR1,5b501e4,D,1,1,BBQ.png,y,2.12
'00031',y,07-08-2020,09:39:20,10970,United States,VVR1,5b501e4,D,1,2,TT.png,y,4.80
'00031',y,07-08-2020,09:39:32,22741,United States,VVR1,5b501e4,D,2,1,TT.png,y,1.56
'00031',y,07-08-2020,09:39:33,24307,United States,VVR1,5b501e4,D,2,2,BBQ.png,y,1.34
'00031',y,07-08-2020,09:41:02,10275,United States,VVR2,5b501e4,D,1,1,TT.png,y,7.22
'00031',y,07-08-2020,09:41:03,11971,United States,VVR2,5b501e4,D,1,2,BBQ.png,y,6.26
'00031',y,07-08-2020,09:41:15,23566,United States,VVR2,5b501e4,D,2,1,TT.png,y,5.08
'00031',y,07-08-2020,09:41:17,25261,United States,VVR2,5b501e4,D,2,2,BBQ.png,y,2.80
'00031',y,07-08-2020,09:42:46,11068,United States,VVR3,5b501e4,D,1,1,BBQ.png,y,7.82
'00031',y,07-08-2020,09:42:48,12850,United States,VVR3,5b501e4,D,1,2,TT.png,y,4.18
'00031',y,07-08-2020,09:42:57,22553,United States,VVR3,5b501e4,D,2,1,BBQ.png,y,6.24
'00031',y,07-08-2020,09:43:00,24728,United States,VVR3,5b501e4,D,2,2,TT.png,y,8.36
'00032',y,07-08-2020,09:39:25,13479,India,VVR1,5b501e4,B,1,1,BBQ.png,y,4.42
'00032',y,07-08-2020,09:39:27,15223,India,VVR1,5b501e4,B,1,2,MM.png,y,4.34
'00032',y,07-08-2020,09:39:37,24768,India,VVR1,5b501e4,B,2,1,MM.png,y,5.76
'00032',y,07-08-2020,09:39:38,26331,India,VVR1,5b501e4,B,2,2,BBQ.png,y,2.52
'00032',y,07-08-2020,09:41:05,8377,India,VVR2,5b501e4,B,1,1,BBQ.png,y,2.10
'00032',y,07-08-2020,09:41:06,9977,India,VVR2,5b501e4,B,1,2,MM.png,y,8.04
'00032',y,07-08-2020,09:41:15,18341,India,VVR2,5b501e4,B,2,1,MM.png,y,1.76
'00032',y,07-08-2020,09:41:17,20055,India,VVR2,5b501e4,B,2,2,BBQ.png,y,3.00
'00032',y,07-08-2020,09:42:47,11898,India,VVR3,5b501e4,B,1,1,MM.png,y,4.46
'00032',y,07-08-2020,09:42:49,14010,India,VVR3,5b501e4,B,1,2,BBQ.png,y,2.08
'00032',y,07-08-2020,09:42:58,23552,India,VVR3,5b501e4,B,2,1,BBQ.png,y,6.68
'00032',y,07-08-2020,09:43:00,25390,India,VVR3,5b501e4,B,2,2,MM.png,y,4.86
'00033',y,07-08-2020,09:38:50,11127,United States,VVR1,5b501e4,F,1,1,MM.png,y,8.18
'00033',y,07-08-2020,09:38:52,12677,United States,VVR1,5b501e4,F,1,2,TT.png,y,6.98
'00033',y,07-08-2020,09:39:00,20893,United States,VVR1,5b501e4,F,2,1,MM.png,y,4.06
'00033',y,07-08-2020,09:39:01,22446,United States,VVR1,5b501e4,F,2,2,TT.png,y,4.06
'00033',y,07-08-2020,09:40:29,9128,United States,VVR2,5b501e4,F,1,1,MM.png,y,3.28
'00033',y,07-08-2020,09:40:30,10693,United States,VVR2,5b501e4,F,1,2,TT.png,y,8.98
'00033',y,07-08-2020,09:40:39,19841,United States,VVR2,5b501e4,F,2,1,MM.png,y,1.22
'00033',y,07-08-2020,09:40:41,21391,United States,VVR2,5b501e4,F,2,2,TT.png,y,2.68
'00033',y,07-08-2020,09:42:08,9241,United States,VVR3,5b501e4,F,1,1,TT.png,y,8.02
'00033',y,07-08-2020,09:42:10,10804,United States,VVR3,5b501e4,F,1,2,MM.png,y,3.38
'00033',y,07-08-2020,09:42:18,19074,United States,VVR3,5b501e4,F,2,1,MM.png,y,1.44
'00033',y,07-08-2020,09:42:20,20639,United States,VVR3,5b501e4,F,2,2,TT.png,y,6.96
'00034',y,07-08-2020,09:39:19,9407,United States,VVR1,5b501e4,B,1,1,BBQ.png,y,1.38
'00034',y,07-08-2020,09:39:20,11159,United States,VVR1,5b501e4,B,1,2,MM.png,y,7.12
'00034',y,07-08-2020,09:39:32,22562,United States,VVR1,5b501e4,B,2,1,BBQ.png,y,7.56
'00034',y,07-08-2020,09:39:33,24110,United States,VVR1,5b501e4,B,2,2,MM.png,y,5.54
'00034',y,07-08-2020,09:41:02,10262,United States,VVR2,5b501e4,B,1,1,MM.png,y,2.52
'00034',y,07-08-2020,09:41:03,11868,United States,VVR2,5b501e4,B,1,2,BBQ.png,y,1.56
'00034',y,07-08-2020,09:41:15,23345,United States,VVR2,5b501e4,B,2,1,BBQ.png,y,2.84
'00034',y,07-08-2020,09:41:16,25048,United States,VVR2,5b501e4,B,2,2,MM.png,y,6.84
'00034',y,07-08-2020,09:42:43,8831,United States,VVR3,5b501e4,B,1,1,MM.png,y,9.38
'00034',y,07-08-2020,09:42:45,10520,United States,VVR3,5b501e4,B,1,2,BBQ.png,y,3.64
'00034',y,07-08-2020,09:42:57,22827,United States,VVR3,5b501e4,B,2,1,MM.png,y,7.34
'00034',y,07-08-2020,09:42:59,24812,United States,VVR3,5b501e4,B,2,2,BBQ.png,y,2.76
'00035',y,07-08-2020,09:39:23,10412,United Kingdom,VVR1,5b501e4,J,1,1,BBQ.png,y,4.36
'00035',y,07-08-2020,09:39:25,11960,United Kingdom,VVR1,5b501e4,J,1,2,TT.png,y,7.72
'00035',y,07-08-2020,09:39:33,20388,United Kingdom,VVR1,5b501e4,J,2,1,BBQ.png,y,4.68
'00035',y,07-08-2020,09:39:35,21938,United Kingdom,VVR1,5b501e4,J,2,2,TT.png,y,6.96
'00035',y,07-08-2020,09:41:02,9551,United Kingdom,VVR2,5b501e4,J,1,1,BBQ.png,y,5.30
'00035',y,07-08-2020,09:41:04,11215,United Kingdom,VVR2,5b501e4,J,1,2,TT.png,y,6.76
'00035',y,07-08-2020,09:41:12,19562,United Kingdom,VVR2,5b501e4,J,2,1,TT.png,y,8.10
'00035',y,07-08-2020,09:41:14,21158,United Kingdom,VVR2,5b501e4,J,2,2,BBQ.png,y,7.86
'00035',y,07-08-2020,09:42:42,9667,United Kingdom,VVR3,5b501e4,J,1,1,TT.png,y,2.18
'00035',y,07-08-2020,09:42:44,11342,United Kingdom,VVR3,5b501e4,J,1,2,BBQ.png,y,3.64
'00035',y,07-08-2020,09:42:53,21020,United Kingdom,VVR3,5b501e4,J,2,1,BBQ.png,y,1.20
'00035',y,07-08-2020,09:42:55,22690,United Kingdom,VVR3,5b501e4,J,2,2,TT.png,y,1.94
'00036',y,07-08-2020,09:38:31,9126,United States,VVR1,5b501e4,B,1,1,MM.png,y,7.18
'00036',y,07-08-2020,09:38:33,10677,United States,VVR1,5b501e4,B,1,2,BBQ.png,y,4.50
'00036',y,07-08-2020,09:38:42,19858,United States,VVR1,5b501e4,B,2,1,BBQ.png,y,8.30
'00036',y,07-08-2020,09:38:43,21425,United States,VVR1,5b501e4,B,2,2,MM.png,y,8.02
'00036',y,07-08-2020,09:40:11,9115,United States,VVR2,5b501e4,B,1,1,BBQ.png,y,5.12
'00036',y,07-08-2020,09:40:12,10659,United States,VVR2,5b501e4,B,1,2,MM.png,y,6.18
'00036',y,07-08-2020,09:40:22,20824,United States,VVR2,5b501e4,B,2,1,MM.png,y,1.78
'00036',y,07-08-2020,09:40:24,22375,United States,VVR2,5b501e4,B,2,2,BBQ.png,y,2.62
'00036',y,07-08-2020,09:41:52,10129,United States,VVR3,5b501e4,B,1,1,MM.png,y,6.00
'00036',y,07-08-2020,09:41:54,11674,United States,VVR3,5b501e4,B,1,2,BBQ.png,y,3.56
'00036',y,07-08-2020,09:42:02,19876,United States,VVR3,5b501e4,B,2,1,BBQ.png,y,6.06
'00036',y,07-08-2020,09:42:04,21447,United States,VVR3,5b501e4,B,2,2,MM.png,y,4.74
'00037',y,07-08-2020,09:38:34,12141,United States,VVR1,5b501e4,G,1,1,BBQ.png,y,2.92
'00037',y,07-08-2020,09:38:36,13688,United States,VVR1,5b501e4,G,1,2,MM.png,y,2.24
'00037',y,07-08-2020,09:38:44,21821,United States,VVR1,5b501e4,G,2,1,MM.png,y,3.00
'00037',y,07-08-2020,09:38:45,23371,United States,VVR1,5b501e4,G,2,2,BBQ.png,y,8.72
'00037',y,07-08-2020,09:40:13,9128,United States,VVR2,5b501e4,G,1,1,MM.png,y,5.56
'00037',y,07-08-2020,09:40:14,10676,United States,VVR2,5b501e4,G,1,2,BBQ.png,y,9.06
'00037',y,07-08-2020,09:40:23,19827,United States,VVR2,5b501e4,G,2,1,BBQ.png,y,8.96
'00037',y,07-08-2020,09:40:25,21378,United States,VVR2,5b501e4,G,2,2,MM.png,y,6.66
'00037',y,07-08-2020,09:41:55,12127,United States,VVR3,5b501e4,G,1,1,MM.png,y,8.52
'00037',y,07-08-2020,09:41:57,13723,United States,VVR3,5b501e4,G,1,2,BBQ.png,y,7.10
'00037',y,07-08-2020,09:42:07,23996,United States,VVR3,5b501e4,G,2,1,MM.png,y,4.78
'00037',y,07-08-2020,09:42:09,25577,United States,VVR3,5b501e4,G,2,2,BBQ.png,y,1.94
'00038',y,07-08-2020,09:39:16,9342,United Kingdom,VVR1,5b501e4,K,1,1,MM.png,y,5.06
'00038',y,07-08-2020,09:39:18,10939,United Kingdom,VVR1,5b501e4,K,1,2,TT.png,y,4.78
'00038',y,07-08-2020,09:39:26,19524,United Kingdom,VVR1,5b501e4,K,2,1,MM.png,y,6.74
'00038',y,07-08-2020,09:39:28,21166,United Kingdom,VVR1,5b501e4,K,2,2,TT.png,y,7.98
'00038',y,07-08-2020,09:40:55,9132,United Kingdom,VVR2,5b501e4,K,1,1,MM.png,y,4.40
'00038',y,07-08-2020,09:40:57,10704,United Kingdom,VVR2,5b501e4,K,1,2,TT.png,y,9.02
'00038',y,07-08-2020,09:41:07,20288,United Kingdom,VVR2,5b501e4,K,2,1,MM.png,y,2.36
'00038',y,07-08-2020,09:41:08,21906,United Kingdom,VVR2,5b501e4,K,2,2,TT.png,y,3.32
'00038',y,07-08-2020,09:42:36,9300,United Kingdom,VVR3,5b501e4,K,1,1,MM.png,y,7.90
'00038',y,07-08-2020,09:42:38,11051,United Kingdom,VVR3,5b501e4,K,1,2,TT.png,y,8.40
'00038',y,07-08-2020,09:42:47,20793,United Kingdom,VVR3,5b501e4,K,2,1,MM.png,y,1.08
'00038',y,07-08-2020,09:42:49,22433,United Kingdom,VVR3,5b501e4,K,2,2,TT.png,y,5.08
'00039',y,07-08-2020,09:39:21,11397,India,VVR1,5b501e4,G,1,1,MM.png,y,8.28
'00039',y,07-08-2020,09:39:23,12987,India,VVR1,5b501e4,G,1,2,BBQ.png,y,6.78
'00039',y,07-08-2020,09:39:34,24433,India,VVR1,5b501e4,G,2,1,MM.png,y,4.22
'00039',y,07-08-2020,09:39:36,25981,India,VVR1,5b501e4,G,2,2,BBQ.png,y,1.96
'00039',y,07-08-2020,09:41:02,8417,India,VVR2,5b501e4,G,1,1,BBQ.png,y,8.56
'00039',y,07-08-2020,09:41:04,9994,India,VVR2,5b501e4,G,1,2,MM.png,y,8.08
'00039',y,07-08-2020,09:41:12,18261,India,VVR2,5b501e4,G,2,1,BBQ.png,y,7.38
'00039',y,07-08-2020,09:41:14,19877,India,VVR2,5b501e4,G,2,2,MM.png,y,5.44
'00039',y,07-08-2020,09:42:42,9732,India,VVR3,5b501e4,G,1,1,BBQ.png,y,9.38
'00039',y,07-08-2020,09:42:44,11418,India,VVR3,5b501e4,G,1,2,MM.png,y,6.82
'00039',y,07-08-2020,09:42:54,21599,India,VVR3,5b501e4,G,2,1,BBQ.png,y,6.20
'00039',y,07-08-2020,09:42:56,23549,India,VVR3,5b501e4,G,2,2,MM.png,y,7.26
'00040',y,07-08-2020,13:17:54,8158,United States,VVR1,5b501e4,G,1,1,MM.png,n,4.23
'00040',y,07-08-2020,13:17:56,10109,United States,VVR1,5b501e4,G,1,2,BBQ.png,n,4.01
'00040',y,07-08-2020,13:18:06,20196,United States,VVR1,5b501e4,G,2,1,MM.png,y,6.15
'00040',y,07-08-2020,13:18:07,21620,United States,VVR1,5b501e4,G,2,2,BBQ.png,y,5.73
'00040',y,07-08-2020,13:18:19,33396,United States,VVR1,5b501e4,G,3,1,BBQ.png,y,4.93
'00040',y,07-08-2020,13:18:21,34908,United States,VVR1,5b501e4,G,3,2,MM.png,y,4.69
'00040',y,07-08-2020,13:19:49,9642,United States,VVR2,5b501e4,G,1,1,BBQ.png,y,5.31
'00040',y,07-08-2020,13:19:51,11058,United States,VVR2,5b501e4,G,1,2,MM.png,y,6.17
'00040',y,07-08-2020,13:20:02,21906,United States,VVR2,5b501e4,G,2,1,MM.png,y,4.49
'00040',y,07-08-2020,13:20:03,23442,United States,VVR2,5b501e4,G,2,2,BBQ.png,y,4.49
'00040',y,07-08-2020,13:21:30,8129,United States,VVR3,5b501e4,G,1,1,MM.png,y,5.99
'00040',y,07-08-2020,13:21:32,9794,United States,VVR3,5b501e4,G,1,2,BBQ.png,y,5.95
'00040',y,07-08-2020,13:21:42,20066,United States,VVR3,5b501e4,G,2,1,BBQ.png,y,5.65
'00040',y,07-08-2020,13:21:43,21562,United States,VVR3,5b501e4,G,2,2,MM.png,y,5.13
'00041',y,07-08-2020,09:38:31,9127,United Kingdom,VVR1,5b501e4,G,1,1,BBQ.png,y,1.16
'00041',y,07-08-2020,09:38:33,10677,United Kingdom,VVR1,5b501e4,G,1,2,MM.png,y,7.76
'00041',y,07-08-2020,09:38:45,22917,United Kingdom,VVR1,5b501e4,G,2,1,BBQ.png,y,7.38
'00041',y,07-08-2020,09:38:47,24458,United Kingdom,VVR1,5b501e4,G,2,2,MM.png,y,5.96
'00041',y,07-08-2020,09:40:15,10110,United Kingdom,VVR2,5b501e4,G,1,1,MM.png,y,2.12
'00041',y,07-08-2020,09:40:16,11660,United Kingdom,VVR2,5b501e4,G,1,2,BBQ.png,y,1.24
'00041',y,07-08-2020,09:40:28,23811,United Kingdom,VVR2,5b501e4,G,2,1,BBQ.png,y,5.74
'00041',y,07-08-2020,09:40:30,25360,United Kingdom,VVR2,5b501e4,G,2,2,MM.png,y,3.60
'00041',y,07-08-2020,09:41:57,9178,United Kingdom,VVR3,5b501e4,G,1,1,MM.png,y,7.72
'00041',y,07-08-2020,09:41:59,10727,United Kingdom,VVR3,5b501e4,G,1,2,BBQ.png,y,4.46
'00041',y,07-08-2020,09:42:09,20895,United Kingdom,VVR3,5b501e4,G,2,1,MM.png,y,2.68
'00041',y,07-08-2020,09:42:11,22443,United Kingdom,VVR3,5b501e4,G,2,2,BBQ.png,y,1.86
'00042',y,07-08-2020,09:39:19,9337,India,VVR1,5b501e4,F,1,1,MM.png,y,4.80
'00042',y,07-08-2020,09:39:20,11022,India,VVR1,5b501e4,F,1,2,TT.png,y,6.50
'00042',y,07-08-2020,09:39:31,21513,India,VVR1,5b501e4,F,2,1,TT.png,y,4.08
'00042',y,07-08-2020,09:39:32,23119,India,VVR1,5b501e4,F,2,2,MM.png,y,6.04
'00042',y,07-08-2020,09:41:01,10291,India,VVR2,5b501e4,F,1,1,TT.png,y,1.66
'00042',y,07-08-2020,09:41:02,11900,India,VVR2,5b501e4,F,1,2,MM.png,y,8.54
'00042',y,07-08-2020,09:41:13,22358,India,VVR2,5b501e4,F,2,1,TT.png,y,3.66
'00042',y,07-08-2020,09:41:15,24003,India,VVR2,5b501e4,F,2,2,MM.png,y,5.44
'00042',y,07-08-2020,09:42:43,10671,India,VVR3,5b501e4,F,1,1,MM.png,y,6.74
'00042',y,07-08-2020,09:42:45,12357,India,VVR3,5b501e4,F,1,2,TT.png,y,3.16
'00042',y,07-08-2020,09:42:55,22429,India,VVR3,5b501e4,F,2,1,MM.png,y,2.30
'00042',y,07-08-2020,09:42:57,24137,India,VVR3,5b501e4,F,2,2,TT.png,y,6.14
'00043',y,07-08-2020,09:39:24,10375,United States,VVR1,5b501e4,F,1,1,TT.png,y,4.90
'00043',y,07-08-2020,09:39:25,11998,United States,VVR1,5b501e4,F,1,2,MM.png,y,4.92
'00043',y,07-08-2020,09:39:35,21460,United States,VVR1,5b501e4,F,2,1,MM.png,y,8.74
'00043',y,07-08-2020,09:39:36,23009,United States,VVR1,5b501e4,F,2,2,TT.png,y,5.18
'00043',y,07-08-2020,09:41:03,8314,United States,VVR2,5b501e4,F,1,1,MM.png,y,8.74
'00043',y,07-08-2020,09:41:04,9860,United States,VVR2,5b501e4,F,1,2,TT.png,y,5.90
'00043',y,07-08-2020,09:41:16,21294,United States,VVR2,5b501e4,F,2,1,MM.png,y,4.80
'00043',y,07-08-2020,09:41:17,22845,United States,VVR2,5b501e4,F,2,2,TT.png,y,2.54
'00043',y,07-08-2020,09:42:47,11893,United States,VVR3,5b501e4,F,1,1,MM.png,y,4.04
'00043',y,07-08-2020,09:42:49,13493,United States,VVR3,5b501e4,F,1,2,TT.png,y,4.64
