PIN,complete,date,calendar_time,timestamp,location,timezone,stage,commit,version,block,interval,event_type,event_raw,event_converted
'00001',y,30-07-2020,12:07:41,1632,local,local,EAT-26,dcfd592,B,NA,NA,answer displayed,Q20A5,Q20A5 answer displayed
'00001',y,30-07-2020,12:07:41,1633,local,local,EAT-26,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:41,1700,local,local,EAT-26,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:41,1700,local,local,EAT-26,dcfd592,B,NA,NA,answer displayed,Q21A5,Q21A5 answer displayed
'00001',y,30-07-2020,12:07:41,1702,local,local,EAT-26,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:41,1749,local,local,EAT-26,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:41,1749,local,local,EAT-26,dcfd592,B,NA,NA,answer displayed,Q22A4,Q22A4 answer displayed
'00001',y,30-07-2020,12:07:41,1750,local,local,EAT-26,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:41,1797,local,local,EAT-26,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:41,1797,local,local,EAT-26,dcfd592,B,NA,NA,answer displayed,Q23A4,Q23A4 answer displayed
'00001',y,30-07-2020,12:07:41,1797,local,local,EAT-26,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:41,1847,local,local,EAT-26,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:41,1847,local,local,EAT-26,dcfd592,B,NA,NA,answer displayed,Q24A4,Q24A4 answer displayed
'00001',y,30-07-2020,12:07:41,1847,local,local,EAT-26,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:41,1946,local,local,EAT-26,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:41,1946,local,local,EAT-26,dcfd592,B,NA,NA,answer displayed,Q25A4,Q25A4 answer displayed
'00001',y,30-07-2020,12:07:41,1946,local,local,EAT-26,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:41,1980,local,local,EAT-26,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:41,1980,local,local,EAT-26,dcfd592,B,NA,NA,answer displayed,Q26A1,Q26A1 answer displayed
'00001',y,30-07-2020,12:07:41,1981,local,local,EAT-26,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:41,2015,local,local,EAT-26,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:41,2015,local,local,EAT-26,dcfd592,B,NA,NA,answer displayed,Q27A1,Q27A1 answer displayed
'00001',y,30-07-2020,12:07:41,2015,local,local,EAT-26,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:41,2097,local,local,EAT-26,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:41,2097,local,local,EAT-26,dcfd592,B,NA,NA,answer displayed,Q28A3,Q28A3 answer displayed
'00001',y,30-07-2020,12:07:41,2097,local,local,EAT-26,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:41,2181,local,local,EAT-26,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:41,2181,local,local,EAT-26,dcfd592,B,NA,NA,answer displayed,Q29A3,Q29A3 answer displayed
'00001',y,30-07-2020,12:07:41,2182,local,local,EAT-26,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:41,2247,local,local,EAT-26,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:41,2247,local,local,EAT-26,dcfd592,B,NA,NA,answer displayed,Q30A2,Q30A2 answer displayed
'00001',y,30-07-2020,12:07:41,2247,local,local,EAT-26,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:41,2268,local,local,EAT-26,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:41,2268,local,local,EAT-26,dcfd592,B,NA,NA,answer displayed,Q31A1,Q31A1 answer displayed
'00001',y,30-07-2020,12:07:41,2269,local,local,EAT-26,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:41,2275,local,local,EAT-26,dcfd592,B,NA,NA,button clicked,Submit,"""Submit"" selected"
'00001',y,30-07-2020,12:07:41,0,local,local,PGSI,dcfd592,B,NA,NA,questions appears,"FTND, options",FTND questions appears
'00001',y,30-07-2020,12:07:42,214,local,local,PGSI,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:42,215,local,local,PGSI,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:42,331,local,local,PGSI,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:42,331,local,local,PGSI,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:42,433,local,local,PGSI,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:42,434,local,local,PGSI,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:42,550,local,local,PGSI,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:42,552,local,local,PGSI,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:42,647,local,local,PGSI,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:42,647,local,local,PGSI,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:42,762,local,local,PGSI,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:42,762,local,local,PGSI,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:42,828,local,local,PGSI,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:42,828,local,local,PGSI,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:42,862,local,local,PGSI,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:42,862,local,local,PGSI,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:42,880,local,local,PGSI,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:42,881,local,local,PGSI,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:42,884,local,local,PGSI,dcfd592,B,NA,NA,button clicked,Submit,"""Submit"" selected"
'00001',y,30-07-2020,12:07:42,0,local,local,MOVES,dcfd592,B,NA,NA,questions appears,"MOVES, options",MOVES questions appears
'00001',y,30-07-2020,12:07:42,135,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:42,135,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q1A2,Q1A2 answer displayed
'00001',y,30-07-2020,12:07:42,136,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:42,168,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:42,168,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q2A2,Q2A2 answer displayed
'00001',y,30-07-2020,12:07:42,168,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:42,235,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:42,235,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q3A4,Q3A4 answer displayed
'00001',y,30-07-2020,12:07:42,236,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:43,301,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:43,301,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q4A3,Q4A3 answer displayed
'00001',y,30-07-2020,12:07:43,302,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:43,351,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:43,351,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q5A2,Q5A2 answer displayed
'00001',y,30-07-2020,12:07:43,352,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:43,437,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:43,437,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q6A1,Q6A1 answer displayed
'00001',y,30-07-2020,12:07:43,438,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:43,501,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:43,501,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q7A3,Q7A3 answer displayed
'00001',y,30-07-2020,12:07:43,502,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:43,603,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:43,603,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q8A4,Q8A4 answer displayed
'00001',y,30-07-2020,12:07:43,604,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:43,669,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:43,669,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q9A1,Q9A1 answer displayed
'00001',y,30-07-2020,12:07:43,670,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:43,785,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:43,785,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q10A4,Q10A4 answer displayed
'00001',y,30-07-2020,12:07:43,786,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:43,885,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:43,885,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q11A2,Q11A2 answer displayed
'00001',y,30-07-2020,12:07:43,886,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:43,986,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:43,986,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q12A4,Q12A4 answer displayed
'00001',y,30-07-2020,12:07:43,987,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:43,1088,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:43,1088,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q13A4,Q13A4 answer displayed
'00001',y,30-07-2020,12:07:43,1089,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:43,1170,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:43,1170,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q14A3,Q14A3 answer displayed
'00001',y,30-07-2020,12:07:43,1171,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:43,1270,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:43,1270,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q15A1,Q15A1 answer displayed
'00001',y,30-07-2020,12:07:43,1271,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:44,1384,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:44,1384,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q16A4,Q16A4 answer displayed
'00001',y,30-07-2020,12:07:44,1384,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:44,1450,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:44,1450,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q17A2,Q17A2 answer displayed
'00001',y,30-07-2020,12:07:44,1451,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:44,1534,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:44,1534,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q18A1,Q18A1 answer displayed
'00001',y,30-07-2020,12:07:44,1534,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:44,1652,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:44,1652,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q19A3,Q19A3 answer displayed
'00001',y,30-07-2020,12:07:44,1653,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:44,1701,local,local,MOVES,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:44,1701,local,local,MOVES,dcfd592,B,NA,NA,answer displayed,Q20A4,Q20A4 answer displayed
'00001',y,30-07-2020,12:07:44,1701,local,local,MOVES,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:44,1707,local,local,MOVES,dcfd592,B,NA,NA,button clicked,Submit,"""Submit"" selected"
'00001',y,30-07-2020,12:07:44,0,local,local,YIAT,dcfd592,B,NA,NA,questions appears,"YIAT, options",YIAT questions appears
'00001',y,30-07-2020,12:07:44,214,local,local,YIAT,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:44,214,local,local,YIAT,dcfd592,B,NA,NA,answer displayed,Q1A4,Q1A4 answer displayed
'00001',y,30-07-2020,12:07:44,215,local,local,YIAT,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:44,233,local,local,YIAT,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:44,233,local,local,YIAT,dcfd592,B,NA,NA,answer displayed,Q2A5,Q2A5 answer displayed
'00001',y,30-07-2020,12:07:44,233,local,local,YIAT,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:44,280,local,local,YIAT,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:44,280,local,local,YIAT,dcfd592,B,NA,NA,answer displayed,Q3A4,Q3A4 answer displayed
'00001',y,30-07-2020,12:07:44,281,local,local,YIAT,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:44,381,local,local,YIAT,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:44,381,local,local,YIAT,dcfd592,B,NA,NA,answer displayed,Q4A4,Q4A4 answer displayed
'00001',y,30-07-2020,12:07:44,381,local,local,YIAT,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:44,466,local,local,YIAT,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:44,466,local,local,YIAT,dcfd592,B,NA,NA,answer displayed,Q5A3,Q5A3 answer displayed
'00001',y,30-07-2020,12:07:44,467,local,local,YIAT,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:44,549,local,local,YIAT,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:44,549,local,local,YIAT,dcfd592,B,NA,NA,answer displayed,Q6A4,Q6A4 answer displayed
'00001',y,30-07-2020,12:07:44,550,local,local,YIAT,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:45,580,local,local,YIAT,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:45,580,local,local,YIAT,dcfd592,B,NA,NA,answer displayed,Q7A4,Q7A4 answer displayed
'00001',y,30-07-2020,12:07:45,580,local,local,YIAT,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:45,598,local,local,YIAT,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:45,599,local,local,YIAT,dcfd592,B,NA,NA,answer displayed,Q8A1,Q8A1 answer displayed
'00001',y,30-07-2020,12:07:45,599,local,local,YIAT,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:45,649,local,local,YIAT,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:45,649,local,local,YIAT,dcfd592,B,NA,NA,answer displayed,Q9A3,Q9A3 answer displayed
'00001',y,30-07-2020,12:07:45,650,local,local,YIAT,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:45,748,local,local,YIAT,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:45,748,local,local,YIAT,dcfd592,B,NA,NA,answer displayed,Q10A1,Q10A1 answer displayed
'00001',y,30-07-2020,12:07:45,749,local,local,YIAT,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:45,850,local,local,YIAT,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:45,850,local,local,YIAT,dcfd592,B,NA,NA,answer displayed,Q11A1,Q11A1 answer displayed
'00001',y,30-07-2020,12:07:45,850,local,local,YIAT,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:45,881,local,local,YIAT,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:45,881,local,local,YIAT,dcfd592,B,NA,NA,answer displayed,Q12A3,Q12A3 answer displayed
'00001',y,30-07-2020,12:07:45,881,local,local,YIAT,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:45,884,local,local,YIAT,dcfd592,B,NA,NA,button clicked,Submit,"""Submit"" selected"
'00001',y,30-07-2020,12:07:45,0,local,local,PRIME-R,dcfd592,B,NA,NA,questions appears,"PRIME-R, options",PRIME-R questions appears
'00001',y,30-07-2020,12:07:45,237,local,local,PRIME-R,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:45,237,local,local,PRIME-R,dcfd592,B,NA,NA,answer displayed,Q1A3,Q1A3 answer displayed
'00001',y,30-07-2020,12:07:45,238,local,local,PRIME-R,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:45,318,local,local,PRIME-R,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:45,318,local,local,PRIME-R,dcfd592,B,NA,NA,answer displayed,Q2A4,Q2A4 answer displayed
'00001',y,30-07-2020,12:07:45,319,local,local,PRIME-R,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:45,470,local,local,PRIME-R,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:45,470,local,local,PRIME-R,dcfd592,B,NA,NA,answer displayed,Q3A3,Q3A3 answer displayed
'00001',y,30-07-2020,12:07:45,471,local,local,PRIME-R,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:45,570,local,local,PRIME-R,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:45,570,local,local,PRIME-R,dcfd592,B,NA,NA,answer displayed,Q4A4,Q4A4 answer displayed
'00001',y,30-07-2020,12:07:45,571,local,local,PRIME-R,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:45,670,local,local,PRIME-R,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:45,670,local,local,PRIME-R,dcfd592,B,NA,NA,answer displayed,Q5A1,Q5A1 answer displayed
'00001',y,30-07-2020,12:07:45,671,local,local,PRIME-R,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:46,803,local,local,PRIME-R,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:46,803,local,local,PRIME-R,dcfd592,B,NA,NA,answer displayed,Q6A7,Q6A7 answer displayed
'00001',y,30-07-2020,12:07:46,804,local,local,PRIME-R,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:46,953,local,local,PRIME-R,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:46,953,local,local,PRIME-R,dcfd592,B,NA,NA,answer displayed,Q7A2,Q7A2 answer displayed
'00001',y,30-07-2020,12:07:46,954,local,local,PRIME-R,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:46,1003,local,local,PRIME-R,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:46,1003,local,local,PRIME-R,dcfd592,B,NA,NA,answer displayed,Q8A4,Q8A4 answer displayed
'00001',y,30-07-2020,12:07:46,1004,local,local,PRIME-R,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:46,1086,local,local,PRIME-R,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:46,1086,local,local,PRIME-R,dcfd592,B,NA,NA,answer displayed,Q9A2,Q9A2 answer displayed
'00001',y,30-07-2020,12:07:46,1087,local,local,PRIME-R,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:46,1205,local,local,PRIME-R,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:46,1205,local,local,PRIME-R,dcfd592,B,NA,NA,answer displayed,Q10A7,Q10A7 answer displayed
'00001',y,30-07-2020,12:07:46,1207,local,local,PRIME-R,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:46,1336,local,local,PRIME-R,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:46,1336,local,local,PRIME-R,dcfd592,B,NA,NA,answer displayed,Q11A3,Q11A3 answer displayed
'00001',y,30-07-2020,12:07:46,1337,local,local,PRIME-R,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:46,1403,local,local,PRIME-R,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:46,1403,local,local,PRIME-R,dcfd592,B,NA,NA,answer displayed,Q12A4,Q12A4 answer displayed
'00001',y,30-07-2020,12:07:46,1404,local,local,PRIME-R,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:46,1410,local,local,PRIME-R,dcfd592,B,NA,NA,button clicked,Submit,"""Submit"" selected"
'00001',y,30-07-2020,12:07:46,0,local,local,ISI,dcfd592,B,NA,NA,questions appears,"ISI, options",ISI questions appears
'00001',y,30-07-2020,12:07:46,116,local,local,ISI,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:46,116,local,local,ISI,dcfd592,B,NA,NA,answer displayed,Q1S1A5,Q1S1A5 answer displayed
'00001',y,30-07-2020,12:07:46,117,local,local,ISI,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:46,198,local,local,ISI,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:46,198,local,local,ISI,dcfd592,B,NA,NA,answer displayed,Q1S2A1,Q1S2A1 answer displayed
'00001',y,30-07-2020,12:07:46,199,local,local,ISI,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:47,299,local,local,ISI,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:47,299,local,local,ISI,dcfd592,B,NA,NA,answer displayed,Q1S3A1,Q1S3A1 answer displayed
'00001',y,30-07-2020,12:07:47,299,local,local,ISI,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:47,330,local,local,ISI,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:47,330,local,local,ISI,dcfd592,B,NA,NA,answer displayed,Q2A5,Q2A5 answer displayed
'00001',y,30-07-2020,12:07:47,330,local,local,ISI,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:47,399,local,local,ISI,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:47,399,local,local,ISI,dcfd592,B,NA,NA,answer displayed,Q3A1,Q3A1 answer displayed
'00001',y,30-07-2020,12:07:47,399,local,local,ISI,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:47,465,local,local,ISI,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:47,465,local,local,ISI,dcfd592,B,NA,NA,answer displayed,Q4A4,Q4A4 answer displayed
'00001',y,30-07-2020,12:07:47,466,local,local,ISI,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:47,517,local,local,ISI,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:47,517,local,local,ISI,dcfd592,B,NA,NA,answer displayed,Q5A3,Q5A3 answer displayed
'00001',y,30-07-2020,12:07:47,518,local,local,ISI,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:47,521,local,local,ISI,dcfd592,B,NA,NA,button clicked,Submit,"""Submit"" selected"
'00001',y,30-07-2020,12:07:47,0,local,local,inventory_close,dcfd592,B,NA,NA,text appears,close_instruct_text_inventory,inventory_close text appears
'00001',y,30-07-2020,12:07:48,1536,local,local,inventory_close,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:48,1537,local,local,inventory_close,dcfd592,B,NA,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:07:48,0,local,local,SDS,dcfd592,B,NA,NA,questions appears,"SDS, options",SDS questions appears
'00001',y,30-07-2020,12:07:48,151,local,local,SDS,dcfd592,B,NA,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:07:48,151,local,local,SDS,dcfd592,B,NA,NA,answer displayed,Q1A4,Q1A4 answer displayed
'00001',y,30-07-2020,12:07:48,152,local,local,SDS,dcfd592,B,NA,NA,key release,1,left_mouse key released
